Label,inflation,inflation.expectations
10/1/1996,0,0
11/1/1996,1.069037108,0.483368296
12/1/1996,0.782410875,0.483368296
1/1/1997,0,0
2/1/1997,-0.148654216,0.146495289
3/1/1997,0.787329921,0.005817247
4/1/1997,0,0
5/1/1997,0.439349915,0.483368296
6/1/1997,0,0
7/1/1997,0.966473213,0.317795093
8/1/1997,0.679583212,0.483368296
9/1/1997,0.837669844,0.483368296
10/1/1997,0,0
11/1/1997,0.958986744,0.025276146
12/1/1997,0.43788154,0.324035484
1/1/1998,0,0
2/1/1998,0.201805622,0.17959942
3/1/1998,-0.163918691,0.04417311
4/1/1998,0,0
5/1/1998,1.093465998,0.066817582
6/1/1998,0,0
7/1/1998,1.201846947,0.031824997
8/1/1998,0.311972557,-0.210817501
9/1/1998,-0.505105991,0.621658373
10/1/1998,0,0
11/1/1998,0.162166183,0.342447185
12/1/1998,0.831792838,0.185311978
1/1/1999,0,0
2/1/1999,0.764629939,0.339545895
3/1/1999,0.415370558,0.631975754
4/1/1999,0,0
5/1/1999,0.450023785,0.483368296
6/1/1999,0.796931858,0.483368296
7/1/1999,0,0
8/1/1999,0.401087841,0.483368296
9/1/1999,0,0
10/1/1999,0.498713003,0.183228234
11/1/1999,-0.077517642,0.205920465
12/1/1999,-0.032145594,0.33183778
1/1/2000,0,0
2/1/2000,0.226007916,0.483368296
3/1/2000,0.892868279,0.774306089
4/1/2000,0,0
5/1/2000,0.755768336,-0.099005407
6/1/2000,1.092352287,0.170064943
7/1/2000,0,0
8/1/2000,0.174438399,0.343755265
9/1/2000,0,0
10/1/2000,0.100534704,0.788520702
11/1/2000,0.051188006,0.330618165
12/1/2000,0.447593476,0.167660337
1/1/2001,-0.097223095,0.483368296
2/1/2001,0,0
3/1/2001,-0.007254516,0.334325068
4/1/2001,0,0
5/1/2001,0.150091029,-0.938713558
6/1/2001,0.39412157,0.483368296
7/1/2001,0,0
8/1/2001,-0.084308442,0.065386993
9/1/2001,0,0
10/1/2001,0.344448639,0.191787832
11/1/2001,0.094714752,0.053369574
12/1/2001,0.252654009,-1.850429579
1/1/2002,0.072657211,-0.1614678
2/1/2002,0,0
3/1/2002,-0.176038232,0.312107121
4/1/2002,0,0
5/1/2002,0.679481633,0.000849452
6/1/2002,0.200219447,0.483368296
7/1/2002,0,0
8/1/2002,-0.155720108,0.192027966
9/1/2002,0.485385145,-0.35718134
10/1/2002,0,0
11/1/2002,0.497909616,0.308143873
12/1/2002,-0.175579663,-0.224315712
1/1/2003,0.339676664,0.31700398
2/1/2003,0,0
3/1/2003,-0.428564373,-0.673824297
4/1/2003,0,0
5/1/2003,-1.01989962,0.149723332
6/1/2003,-0.363767924,-0.038048675
7/1/2003,0,0
8/1/2003,-0.565877519,0.483368296
9/1/2003,-0.448431928,0.483368296
10/1/2003,0.892420471,0.628947342
11/1/2003,0,0
12/1/2003,0.72142302,0.309131189
1/1/2004,1.688442504,0.156927758
2/1/2004,0,0
3/1/2004,0.724685344,-0.904567525
4/1/2004,0,0
5/1/2004,-0.647308111,0.483368296
6/1/2004,0.519920402,0.64566601
7/1/2004,0,0
8/1/2004,0.603786131,0.152135073
9/1/2004,-0.681352197,0.322323663
10/1/2004,0,0
11/1/2004,0.660955468,0.483368296
12/1/2004,1.135560422,0.164783027
1/1/2005,0,0
2/1/2005,-0.544513968,0.634237061
3/1/2005,-0.010001828,1.562309516
4/1/2005,0,0
5/1/2005,0.115327431,0.483368296
6/1/2005,0.320506563,0.334515718
7/1/2005,0,0
8/1/2005,-0.010478885,0.483368296
9/1/2005,0.267196192,-0.863787337
10/1/2005,0,0
11/1/2005,-0.540236205,-0.252276942
12/1/2005,0.654100561,-0.843928653
1/1/2006,-0.944239063,0.33684863
2/1/2006,0,0
3/1/2006,0.454510744,1.056031685
4/1/2006,0,0
5/1/2006,1.120724347,0.192746001
6/1/2006,-0.839595891,0.483368296
7/1/2006,0,0
8/1/2006,-0.653905166,-0.074766635
9/1/2006,-1.288480843,1.064765728
10/1/2006,-1.403008896,-0.495839723
11/1/2006,0,0
12/1/2006,-0.866352373,0.199727274
1/1/2007,-0.046040737,0.623179966
2/1/2007,0,0
3/1/2007,-0.388483312,0.622633965
4/1/2007,0,0
5/1/2007,0.506406146,0.199107334
6/1/2007,-0.017560037,0.624613497
7/1/2007,0,0
8/1/2007,-0.394173407,0.619882359
9/1/2007,0.440998605,0.349927427
10/1/2007,0.601488259,0.624509806
11/1/2007,0,0
12/1/2007,0.868013762,0.764878579
1/1/2008,-0.375172579,-2.354428789
2/1/2008,0,0
3/1/2008,-0.301149357,0.7761457
4/1/2008,-1.177621966,-0.237972529
5/1/2008,0,0
6/1/2008,0.078723501,-1.256420632
7/1/2008,0,0
8/1/2008,-0.948656699,0.341919779
9/1/2008,-1.849016287,1.885830561
10/1/2008,-1.515866274,-0.236137634
11/1/2008,0,0
12/1/2008,-1.55168017,-1.596903081
1/1/2009,-1.832566726,-0.956968051
2/1/2009,0,0
3/1/2009,-1.229162459,-4.532808862
4/1/2009,-1.629378932,-2.702675672
5/1/2009,0,0
6/1/2009,-0.336083427,-2.224011563
7/1/2009,0,0
8/1/2009,-0.603673224,-0.011189347
9/1/2009,0.457787559,0.483368296
10/1/2009,0,0
11/1/2009,-0.748842578,-0.177810461
12/1/2009,0.283585947,-0.938622097
1/1/2010,0.117095342,-0.443973586
2/1/2010,0,0
3/1/2010,-0.204540586,-0.208969817
4/1/2010,0.344953649,-0.056356289
5/1/2010,0,0
6/1/2010,0.44207949,-0.218224425
7/1/2010,0,0
8/1/2010,0.460750532,-0.498490232
9/1/2010,-0.189344243,-1.189020617
10/1/2010,0,0
11/1/2010,0.536083472,-0.190403382
12/1/2010,-0.506233041,0.483368296
1/1/2011,-0.497364198,0.158415068
2/1/2011,0,0
3/1/2011,-0.867820091,-1.315174827
4/1/2011,-1.175781468,0.162389562
5/1/2011,0,0
6/1/2011,-1.339571194,0.322124002
7/1/2011,0,0
8/1/2011,-0.738587195,0.152766559
9/1/2011,-0.555444978,-1.962498176
10/1/2011,0,0
11/1/2011,-0.031640457,0.650518684
12/1/2011,-0.118507172,-0.029144862
1/1/2012,-0.7155618,-0.007397513
2/1/2012,0,0
3/1/2012,-1.441587432,-1.203760099
4/1/2012,-0.496454475,-0.723046743
5/1/2012,0,0
6/1/2012,-0.497941656,-0.120292129
7/1/2012,0,0
8/1/2012,-1.250486901,0.191874326
9/1/2012,-0.576577855,-0.265482428
10/1/2012,-0.182304708,-0.430197614
11/1/2012,0,0
12/1/2012,-0.365916849,-0.108258091
1/1/2013,0.433923175,-0.127294715
2/1/2013,0,0
3/1/2013,0.276165696,-0.482407081
4/1/2013,0,0
5/1/2013,-0.65655174,0.787617884
6/1/2013,-0.157153799,1.233184066
7/1/2013,-0.768911382,-0.255596197
8/1/2013,0,0
9/1/2013,-0.580671958,0.144754043
10/1/2013,-0.452446127,-0.871340648
11/1/2013,0,0
12/1/2013,-1.927654961,-0.044543303
1/1/2014,-2.990496646,-1.167644843
2/1/2014,0,0
3/1/2014,-1.278187093,-0.53586958
4/1/2014,-2.764998741,-0.63343017
5/1/2014,0,0
6/1/2014,-2.124048922,-2.192150399
7/1/2014,0.724703683,0.483368296
8/1/2014,0,0
9/1/2014,-1.854169176,-1.014904043
10/1/2014,-3.311063465,-3.041653446
11/1/2014,0,0
12/1/2014,-2.771079258,-6.410925139
1/1/2015,-4.901946666,-0.988411875
2/1/2015,0,0
3/1/2015,-1.798860072,-2.516154745
4/1/2015,-2.518500837,-1.971329933
5/1/2015,0,0
6/1/2015,-1.22898969,0.650215955
7/1/2015,-1.317853423,0.307677425
8/1/2015,0,0
9/1/2015,-2.049575182,-2.99356481
10/1/2015,-3.045291062,-5.129179576
11/1/2015,0,0
12/1/2015,-0.740450463,-1.379794793
1/1/2016,-1.643143594,-0.052367532
2/1/2016,0,0
3/1/2016,-1.693130395,-1.451916079
4/1/2016,-1.028785269,-3.107136827
5/1/2016,0,0
6/1/2016,0.009383473,0.301976733
7/1/2016,-5.77535142,-6.427611003
8/1/2016,0,0
9/1/2016,-0.376346561,-0.391575021
10/1/2016,0,0
11/1/2016,-1.891806355,-0.43150809
12/1/2016,-0.700456205,-0.949658853
